County,Agr.,Site.,Sponsor.Name,Site.Name,SchoolID,Area.Eligible.School,Street.Address,Addr2,City,State,Zip.Code,Opening.Date,Closing.Date,Operating.Days,Breakfasts.Served,AM.Snacks.Served,Lunches.Served,PM.Snacks.Served,Suppers.Served,X
Columbia,522001,15222,Vernonia SD 47J,Vernonia Community Church,,Washington Grade School,957 State Ave,,Vernonia,OR,97064,17-Jun-13,16-Aug-13,44,0,0,2691,15,0,NA
Columbia,522001,15301,Vernonia SD 47J,Vernonia Public Library,,Washington Grade School,701 Weed Ave,,Vernonia,OR,97064,17-Jun-13,16-Aug-13,30,0,0,0,177,0,NA
Linn,2207001,13545,Greater Albany SD 8J,Albany Christian School,648,Waverly Elementary School,420 3rd Street,,Albany,OR,97321,17-Jun-13,16-Aug-13,43,602,0,487,0,0,NA
Linn,2207001,15233,Greater Albany SD 8J,Albany Mennonite Church,648,Waverly Elementary School,3405 Kizer Ave NE,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,0,0,115,0,0,NA
Linn,2207001,15234,Greater Albany SD 8J,Albany Public Library - Main,648,Waverly Elementary School,2450 14th Ave SE,,Albany,OR,97322,17-Jun-13,17-Aug-13,43,0,0,780,0,0,NA
Linn,2207001,14746,Greater Albany SD 8J,Maple Lawn,648,Waverly Elementary School,1950 Salem Ave SE,,Albany,OR,97321,17-Jun-13,16-Aug-13,43,0,0,78,0,0,NA
Linn,2207001,15232,Greater Albany SD 8J,"Senior Center, City of Albany",648,Waverly Elementary School,429 Water NE,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,0,0,78,0,0,NA
Linn,2207001,14927,Greater Albany SD 8J,"Swanson Park, City of Albany",648,Waverly Elementary School,705 Railroad Street SE,,Albany,OR,97321,17-Jun-13,16-Aug-13,43,0,0,121,0,0,NA
Linn,2207001,10755,Greater Albany SD 8J,Waverly Elem,648,Waverly Elementary School,425 Columbus St SE,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,0,0,1001,0,0,NA
Marion,2419004,14785,Salem/Keizer SD 24J,Kroc Center,3374,Weddle Elementary School,1835 Bill Frey Dr. NE,,Salem,OR,97301,13-Jun-13,23-Aug-13,43,0,0,3092,0,0,NA
Multnomah,2607003,10963,Gresham-Barlow SD 10J,West Gresham Elem,940,West Gresham,330 W Powell Blvd,,Gresham,OR,97030,17-Jun-13,15-Aug-13,43,337,0,627,0,0,NA
Deschutes,902001,14887,Bend/LaPine SD,Harmon Park,3221,Westside Village,1100 NW Harmon Road,,Bend,OR,97701,17-Jun-13,23-Aug-13,48,0,0,2961,0,0,NA
Clackamas,314001,10267,North Clackamas SD 12,Whitcomb Elem,72,Whitcomb Elmentary,7400 SE Thompson Rd,,Milwaukie,OR,97222,8-Jul-13,15-Aug-13,15,812,0,1382,0,0,NA
Jackson,1505001,14718,Eagle Point SD,"Kids's Unlimited ""White City""",,White City Elementary,3275 Avenue G,,White City,OR,97503,17-Jun-13,23-Aug-13,48,0,0,1313,0,2595,NA
Jackson,1505001,11617,Eagle Point SD,White City Elementary,,White City Elementary,2830 Maple Court,,White City,OR,97503,17-Jun-13,16-Aug-13,3,0,0,0,0,0,NA
Washington,3402002,11201,Beaverton SD 48J,Whitford Middle,1185,Whitford Middle School,7935 SW Scholls Ferry Road,,Beaverton,OR,97008,1-Jul-13,25-Jul-13,15,1300,0,2038,0,0,NA
Multnomah,2616011,11059,Portland SD,Whitman Elem,900,Whitman Elem,7326 SE Flavel St,,Portland,OR,97206,1-Jul-13,18-Jul-13,11,366,0,382,0,0,NA
Multnomah,2618002,11085,Reynolds SD 7,Wilkes Elem,952,Wilkes Elementary,17020 NE Wilkes Rd,,Portland,OR,97230-5999,15-Jul-13,8-Aug-13,16,667,0,755,0,0,NA
Lane,2005005,10605,Eugene SD 4J,Cal Young Middle,534,Willagillespie Elementary - feeder school,2555 Gilham Rd,,Eugene,OR,97408,5-Aug-13,29-Aug-13,16,865,0,1132,0,0,NA
Lane,2002002,10580,Bethel SD 52,Willamette High,588,Willamette High School,1801 Echo Hollow Rd,,Eugene,OR,97402,16-Jun-13,29-Aug-13,11,674,0,1348,0,0,NA
Polk,3623002,14707,Willamina SD 30J,Raven Loop Park,1224,Willamina Elementary,PO Box 1000,,Willamina,OR,97396,17-Jun-13,25-Jul-13,19,0,0,437,0,0,NA
Yamhill,3623002,12406,Willamina SD 30J,Willamina City Park,1224,Willamina Elementary,411 C Street,,Willamina,OR,97396,17-Jun-13,25-Jul-13,19,0,0,559,0,0,NA
Yamhill,3623002,11326,Willamina SD 30J,Willamina Elem,1224,Willamina Elementary,1100 Oaken Hills Drive,,Willamina,OR,97396,17-Jun-13,25-Jul-13,19,109,0,184,0,0,NA
Washington,3402002,15077,Beaverton SD 48J,Cedar Hills Park & Recreation Center,1179,William Walker Elementary,11640 SW Parkway,,Portland,OR,97225,18-Jun-13,16-Aug-13,43,0,0,6610,0,0,NA
Washington,3402002,14436,Beaverton SD 48J,Center Street Park,1179,William Walker Elementary,11895 SW Center St.,,Beaverton,OR,97007,19-Jun-13,14-Aug-13,17,0,0,309,0,0,NA
Washington,3402002,14884,Beaverton SD 48J,Lynmarie Apartments,1179,William Walker Elementary School,3660 SW 117th Ave.,,Beaverton,OR,97005,19-Jun-13,16-Aug-13,42,0,0,3087,0,0,NA
Washington,3402002,11230,Beaverton SD 48J,William Walker Elem,1179,William Walker Elementary School,11940 SW Lynnfield Ln.,,Portland,OR,97225,24-Jun-13,8-Aug-13,27,3152,0,3698,0,0,NA
Josephine,1720001,10546,Three Rivers SD,Williams Elem,453,Williams Elementary,20691 Williams Hwy.,,Williams,OR,97544,17-Jun-13,16-Aug-13,16,368,0,428,0,0,NA
Benton,203003,10185,Corvallis SD 509J,Wilson Elem,39,Wilson Elementary School,2701 NW Satinwood,,Corvallis,OR,97330,17-Jun-13,30-Aug-13,54,975,0,3862,0,0,NA
Douglas,1018004,10438,Roseburg SD 4,Winchester Elem,277,Winchester Elementary,217 Pioneer Way,,Winchester,OR,97495,12-Aug-13,23-Aug-13,10,126,0,157,0,0,NA
Morrow,2513001,13373,Morrow Co SD,Windy River Elementary,4047,Windy River Elementary,500 Tatone St,,Boardman,OR,97818,12-Jun-13,28-Jun-13,13,0,0,1088,0,0,NA
Douglas,1023001,15069,Winston-Dillard SD 116,Community Park,315,Winston Middle School,44 Grape Street,,Winston,OR,97496,17-Jun-13,15-Aug-13,35,0,0,1095,0,0,NA
Douglas,1023001,14916,Winston-Dillard SD 116,Riverbend Park,315,Winston Middle School,243 SE Thompson,,Winston,OR,97496,17-Jun-13,15-Aug-13,35,0,0,1176,0,0,NA
Marion,2423006,10907,Woodburn SD 103,Woodburn High,,Woodburn High School,1785 N Front St,,Woodburn,OR,97071,17-Jun-13,16-Aug-13,24,427,0,846,0,0,NA
Multnomah,2616011,11061,Portland SD,Woodlawn Elementary,902,Woodlawn Elem,7200 NE 11th,,Portland,OR,97211,1-Jul-13,25-Jul-13,17,427,0,743,0,0,NA
Multnomah,2616011,12377,Portland SD,Woodlawn Park,902,Woodlawn Elem,NE 13 & Dekum,,Portland,OR,97211,18-Jun-13,23-Aug-13,48,0,0,4240,0,0,NA
Multnomah,2616011,11064,Portland SD,Woodmere Elem,903,Woodmere Elem,7900 SE Duke St.,,Portland,OR,97206,24-Jun-13,16-Aug-13,39,1055,0,2589,0,0,NA
Yamhill,3625001,11328,Yamhill-Carlton SD,Yamhill Carlton Elementary,1213,Yamhill Carlton Elementary School,420 S 3rd. Street,,Carlton,OR,97111,10-Jun-13,17-Aug-13,47,1130,0,3640,0,0,NA
Marion,2419004,10888,Salem/Keizer SD 24J,Yoshikai Elem,764,Yoshikai Elementary,4900 Jade Street NE,,Salem,OR,97305,13-Jun-13,30-Aug-13,57,0,0,2855,0,0,NA
Benton,203003,13588,Corvallis SD 509J,Adair Village,#N/A,,Adair Park on Laurel Dr.,,Corvallis,OR,97330,17-Jun-13,30-Aug-13,53,0,0,2038,0,0,NA
Multnomah,2614007,15307,Native American Youth and Family Center,Applegate,#N/A,,7650 N Commercial Ave,,Portland,OR,97217,8-Jul-13,2-Aug-13,20,357,0,379,0,0,NA
Multnomah,2603006,13711,Centennial SD 28J,Arbor Glenn,#N/A,,2609 se 145th,,portland,OR,97236,24-Jun-13,16-Aug-13,37,0,0,1346,0,0,NA
Jackson,315004,13451,"Oregon Child Development Coalition, Inc. -  Head Start",Ashland,#N/A,,265 N. Main Street #1,,Ashland,OR,97520-1701,1-Oct-12,30-Sep-13,61,2856,0,2861,0,2793,NA
Yamhill,3614001,14874,Newberg SD 29J,Babe Niclous Pool Park,#N/A,,1802 Haworth Ave,,Newberg,OR,97132,17-Jun-13,23-Aug-13,49,0,0,5008,0,0,NA
Jackson,2623001,14512,Wilderness Trails,Back Country,#N/A,,18225 Dead Indian Memorial Rd.,,Ashland,OR,97520,11-Jun-13,24-Aug-13,34,0,391,0,0,0,NA
Clackamas,303003,13754,Canby SD 86,Baker Prairie Middle School,#N/A,,1130 S Ivy St,,Canby,OR,97045,26-Jun-13,19-Jul-13,15,728,0,2324,0,0,NA
Jackson,1513001,13617,Medford SD 549,Barnett Townhomes,#N/A,,1852 East Barnett Road,,Medford,OR,97504,17-Jun-13,16-Aug-13,39,0,0,1104,0,0,NA
Lincoln,2602007,15164,B'Nai B'rith Mens Camp Association,B'Nai B'rith Summer Camp,#N/A,,3509 East Devils Lake Road,,Otis,OR,97005,13-Jun-13,13-Aug-13,62,3277,0,3325,0,2722,NA
Washington,3420001,14456,Tigard-Tualatin SD 23J,Bonita Villa Apts.,#N/A,,14650 SW 76th Ave,,Tigard,OR,97224,17-Jun-13,30-Aug-13,44,0,0,2052,0,0,NA
Multnomah,2603006,15237,Centennial SD 28J,Briarwood Apts,#N/A,,3302 SE 122 ave,,portland,OR,97236,24-Jun-13,16-Aug-13,14,0,0,278,0,0,NA
Jefferson,2603018,12951,Camp Caldera,Camp Caldera Site,#N/A,,31500 Blue Lake Drive,,Sisters,OR,97759,15-Jul-13,16-Aug-13,28,415,0,415,0,415,NA
Multnomah,2625001,12286,YMCA Camp Collins,Camp Collins,#N/A,,3001 SE Oxbow Parkway,,Gresham,OR,97080,30-Jun-13,24-Aug-13,56,7394,0,5965,0,7484,NA
Clackamas,2619003,12323,"Salvation Army-Camp Kuratli, The",Camp Kuratli,#N/A,,24751 SE HWY 224,,Boring,OR,97009,21-Jun-13,29-Jul-13,33,2712,0,2295,462,2712,NA
Tillamook,2621001,14959,United Methodist Church,Camp Magruder,#N/A,,1505 SW 18th Ave,,Portland,OR,97201,29-Jun-13,29-Aug-13,9,180,0,190,0,180,NA
Klamath,1503005,12328,Crater Lake Council/BSA,Camp Makualla,#N/A,,Forest Service Road 60,,Cresent Lake,OR,97425,1-Jul-13,10-Aug-13,41,3404,0,3864,0,3496,NA
Klamath,1503005,12327,Crater Lake Council/BSA,Camp McLoughlin,#N/A,,Harriman Rt Box 908,,Klamath Falls,OR,97601,15-Jun-13,10-Aug-13,49,2542,0,2604,0,2418,NA
Clatsop,403005,13333,Camp Rosenbaum,Camp Rosenbaum,#N/A,,33168 Patriot Way,Camp Rilea,Warrenton,OR,97146,28-Jul-13,2-Aug-13,4,815,0,980,0,817,NA
Multnomah,2603006,15236,Centennial SD 28J,Cascade Crossing Apts,#N/A,,10535 E Burnside,,portland,OR,97216,25-Jun-13,14-Aug-13,21,0,0,598,0,0,NA
Jackson,1513001,14407,Medford SD 549,Central Medford High,#N/A,,"815 S. Oakdale Avenue, Annex E",Nutrition Services,Medford,OR,97501-3531,11-Jun-13,30-Aug-13,58,5350,0,4144,5103,0,NA
Wasco,3314003,13353,North Wasco Co. SD,Chenowith Elem,#N/A,,922 Chenowith Loop Road,,The Dalles,OR,97058,25-Jun-13,20-Jul-13,22,3120,190,3766,0,0,NA
Wasco,3314003,15221,North Wasco Co. SD,Chenowith Elem Evening,#N/A,,922 Chenowith Loop Road,,The Dalles,OR,97058,25-Jun-13,20-Jul-13,13,0,0,0,0,212,NA
Coos,603006,12913,Coquille Indian Tribe,Coquille Indian Tribe Family Camp,#N/A,,PO Box 3190,,Coos Bay,OR,97420,31-Jul-13,4-Aug-13,5,0,0,0,0,72,NA
Benton,203003,14489,Corvallis SD 509J,Corvallis Parks and Rec,#N/A,,Avery Park on Avery Drive,,Corvallis,OR,97333,17-Jun-13,23-Aug-13,19,0,0,812,0,0,NA
Benton,203003,14699,Corvallis SD 509J,Corvallis Public Library,#N/A,,645 NW Monroe Ave,,Corvallis,OR,97330,17-Jun-13,30-Aug-13,54,0,0,2579,0,0,NA
Multnomah,2625001,13131,YMCA Camp Collins,Day Camp,#N/A,,3001 SE Oxbow Parkway,,Gresham,OR,97080,8-Jul-13,30-Aug-13,40,0,0,1020,1020,0,NA
Lane,2006004,13097,Food For Lane County,Dexter Fire Station,#N/A,,82781 Barbre Road,,Dexter,OR,97431,24-Jun-13,23-Aug-13,44,0,0,584,0,0,NA
Yamhill,C3612001,12356,Linfield College Upward Bound,Dillin Hall,#N/A,,900 SE Baker St.,Unit A506,McMinnville,OR,97128,16-Jun-13,20-Jul-13,33,947,0,722,0,852,NA
Clackamas,315002,14056,Oregon City SD 62,Eastham,#N/A,,1404 7th Street,,Oregon City,OR,97045,17-Jun-13,23-Aug-13,35,1153,0,3914,0,0,NA
Yamhill,3614001,11315,Newberg SD 29J,Edwards Elem,#N/A,,715 E 8th St,,Newberg,OR,97132,17-Jun-13,23-Aug-13,49,5636,0,14872,3088,0,NA
Lane,2002002,10585,Bethel SD 52,Fairfield Elem,#N/A,,3455 Royal Ave,,Eugene,OR,97402,8-Jul-13,28-Aug-13,16,215,0,0,0,0,NA
Multnomah,2603006,13710,Centennial SD 28J,Fairview Arms Apts.,#N/A,,305 7th street,,fairview,OR,97024,24-Jun-13,16-Aug-13,37,0,0,564,0,0,NA
Washington,3406001,13283,Forest Grove SD 15,Fern Hill Elementary,#N/A,,4445 Heather Street,,Forest Grove,OR,97116,8-Jul-13,1-Aug-13,16,2956,0,3253,69,0,NA
Lane,2006004,14741,Food For Lane County,Firwood Manor Apts,#N/A,,1877 Brewer Avenue,,Eugene,OR,97401,24-Jun-13,23-Aug-13,44,0,0,2220,0,0,NA
Washington,307002,13159,Gales Creek Camp Foundation,Gales Creek Camp,#N/A,,59425 NW Cedarbook Lane,,Forest Grove,OR,97116,23-Jun-13,17-Aug-13,44,990,0,990,0,1106,NA
Clackamas,315002,10276,Oregon City SD 62,Gardiner Middle,#N/A,,180 Ethel St,,Oregon City,OR,97045,17-Jun-13,16-Aug-13,30,0,0,1177,0,0,NA
Multnomah,2622004,14895,Volunteers of America Oregon,Gateway Park,#N/A,,510 Northeast 100th Avenue,,Portland,OR,97220,17-Jun-13,30-Aug-13,49,0,0,943,0,0,NA
Marion,2407001,10076,Gervais SD,Gervais Middle School,#N/A,,150 Douglas Street,,Gervais,OR,97026,2-Jul-13,1-Aug-13,21,3030,0,4486,1509,0,NA
Washington,3408001,11244,Hillsboro SD 1J,Glencoe High,#N/A,,2700 NW Glencoe Road,,Hillsboro,OR,97124,20-Jun-13,24-Jul-13,18,0,0,0,0,1228,NA
Jackson,1513001,13562,Medford SD 549,Glenridge Terrace,#N/A,,690 Black Oak Drive,,Medford,OR,97504,24-Jun-13,29-Aug-13,39,0,0,289,262,0,NA
Washington,3420001,14703,Tigard-Tualatin SD 23J,Greenburg Oaks Apts.,#N/A,,11905 SW 91st Ave,,Tigard,OR,97223,17-Jun-13,23-Aug-13,49,373,0,2538,0,0,NA
Marion,2423006,10910,Woodburn SD 103,Heritage Elem,#N/A,,965 N Boones Ferry Rd,,Woodburn,OR,97071,17-Jun-13,23-Aug-13,44,5369,0,7946,5615,0,NA
Multnomah,2603006,13709,Centennial SD 28J,Hewitt Place,#N/A,,925 se 28th street,,troutdale,OR,97060,17-Jun-13,16-Aug-13,48,0,0,972,0,0,NA
Polk,315004,14674,"Oregon Child Development Coalition, Inc. -  Head Start",Independence,#N/A,,535 G Street,,Independence,OR,97351,1-Jun-13,30-Sep-13,74,1086,0,1168,0,1094,NA
Umatilla,3009001,12312,IRRI/Meadowood Springs,IRRRI Meadowood,#N/A,,77650 Meadowood Road,,Weston,OR,97886,2-Jul-13,9-Aug-13,13,16,0,16,0,16,NA
Union,3103004,15266,"Community Connection of NE Oregon, Inc.",Island City Park,#N/A,,10201 W. 4th Street,,La Grande,OR,97850,3-Jun-13,24-Aug-13,59,0,0,1509,0,0,NA
Jackson,1513001,10502,Medford SD 549,Jackson Elementary,#N/A,,713 Summit Avenue,,Medford,OR,97501,17-Jun-13,31-Aug-13,63,3382,0,8011,499,2498,NA
Jackson,1513001,10504,Medford SD 549,Jefferson Elem,#N/A,,333 Holmes Avenue,,Medford,OR,97501,17-Jun-13,9-Aug-13,39,1928,0,4374,519,2601,NA
Marion,2410001,10822,Jefferson SD 14J,Jefferson Elem,#N/A,,615 N 2nd St,,Jefferson,OR,97352,10-Jun-13,31-Aug-13,60,0,0,971,0,0,NA
Washington,315004,13407,"Oregon Child Development Coalition, Inc. -  Head Start",Jose Pedro,#N/A,,1391 S. Dogwood,,Cornelius,OR,97113,1-Jun-13,30-Sep-13,83,2807,0,2735,0,2564,NA
Wallowa,3103004,12679,"Community Connection of NE Oregon, Inc.",Joseph City Park,#N/A,,83346 Joseph Hwy,,Joseph,OR,97846,17-Jun-13,16-Aug-13,43,0,0,453,0,0,NA
Multnomah,315004,13535,"Oregon Child Development Coalition, Inc. -  Head Start",Leipold Farms,#N/A,,14480 S. E. Richey Road,,Boring,OR,97009,1-Jul-13,31-Jul-13,6,0,0,191,0,0,NA
Jackson,1513001,13612,Medford SD 549,Lilac Meadow,#N/A,,3009 Cummings Lane,,Medford,OR,97501,17-Jun-13,15-Aug-13,35,0,0,983,0,0,NA
Lincoln,2112001,15280,Lincoln Co SD,Lincoln County 4-H,#N/A,,Newport Intermediate,825 NE 7th  Street,Newport,OR,97365,2-Jul-13,5-Jul-13,4,56,0,56,0,0,NA
Washington,3408001,14267,Hillsboro SD 1J,Lincoln Street Elementary,#N/A,,801 NE Lincoln Street,,Hillsboro,OR,97124,24-Jun-13,24-Jul-13,18,5924,0,9059,0,0,NA
Multnomah,2603006,14439,Centennial SD 28J,Lincoln Woods,#N/A,,2333 se 130th,,portland,OR,97233,24-Jun-13,16-Aug-13,37,0,0,2060,0,0,NA
Washington,315004,13400,"Oregon Child Development Coalition, Inc. -  Head Start",Linden,#N/A,,830 S. LInden Street,,Cornelius,OR,97113,1-Jun-13,30-Sep-13,70,4036,0,4060,0,3826,NA
Lane,2005005,11844,Eugene SD 4J,Looking Glass Center Point School,#N/A,,1790 W 11th Ave,Suite A,Eugene,OR,97402,24-Jun-13,16-Aug-13,33,447,0,447,0,0,NA
Washington,315004,13401,"Oregon Child Development Coalition, Inc. -  Head Start",Main Street,#N/A,,1038 E. Main,,HIllsboro,OR,97123,1-Jun-13,30-Sep-13,41,1447,0,1571,0,1430,NA
Lane,2006004,12459,Food For Lane County,Maplewood Meadows,#N/A,,2855 Matt Drive,,Eugene,OR,97401,24-Jun-13,23-Aug-13,44,0,0,964,0,0,NA
Malheur,2315001,10806,Ontario SD,May Roberts Elem,#N/A,,580 NW 8th St,,Ontario,OR,97914,11-Jun-13,10-Jul-13,20,2914,0,3799,3004,0,NA
Klamath,1811002,10568,Klamath Co SD,Merrill Elem,#N/A,,406 W SECOND STREET,,MERRILL,OR,97633-0468,24-Jun-13,19-Jul-13,19,1276,0,2718,0,0,NA
Polk,2704001,15142,Dallas SD,Morrison Alternative,#N/A,,111 SW Ash,,Dallas,OR,97338,1-Jul-13,31-Jul-13,16,0,0,251,0,0,NA
Jackson,1505001,11620,Eagle Point SD,Mountain View,#N/A,,7837 Hale Way,,White City,OR,79503,17-Jun-13,16-Aug-13,43,467,0,3456,635,0,NA
Clackamas,315004,14658,"Oregon Child Development Coalition, Inc. -  Head Start",Mulino,#N/A,,13724 SE Freeman Road,,Mulino,OR,97042,1-Jun-13,30-Sep-13,69,2864,0,2865,0,2802,NA
Marion,2423006,10912,Woodburn SD 103,Nelie Muir Elem,#N/A,,1800 W Hayes St,,Woodburn,OR,97071,5-Aug-13,23-Aug-13,15,2424,0,3442,2649,0,NA
Lane,2006004,14184,Food For Lane County,Norma Pheiffer City Park,#N/A,,E. McKenzie & Locust,,Coburg,OR,97408,24-Jun-13,23-Aug-13,44,0,0,640,0,0,NA
Malheur,2314001,10800,Nyssa SD 26,Nyssa Elem,#N/A,,809 Bower Ave,,Nyssa,OR,97913,10-Jun-13,3-Jul-13,18,0,0,0,6109,0,NA
Malheur,2314001,12412,Nyssa SD 26,Nyssa SD/Cafeteria Bldg,#N/A,,804 Adrian Blvd.,,Nyssa,OR,97913,10-Jun-13,3-Jul-13,18,6292,0,6626,0,0,NA
Multnomah,315004,13412,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC - Anderson,#N/A,,2727 SE Anderson Road,,Gresham,OR,97080,1-Jun-13,31-Aug-13,42,1786,0,1819,0,1791,NA
Umatilla,315004,13389,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC - Hermiston,#N/A,,1300 S.E. Shannon Way,,Hermiston,OR,97838,1-Oct-12,30-Sep-13,147,6349,0,6398,0,6214,NA
Jefferson,315004,13395,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC - Madras Migrant Head Start,#N/A,,659 NE A Street,,Madras,OR,97741,1-Apr-13,30-Sep-13,96,1930,0,1943,0,1853,NA
Umatilla,315004,13398,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC - Milton-Freewater,#N/A,,430 Peabody Street,,Milton-Freewater,OR,97862,1-Oct-12,30-Sep-13,139,11252,0,11305,0,10879,NA
Hood River,315004,13402,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC - Parkdale Child Development Center,#N/A,,7300 Clear Creek Road,,Parkdale,OR,97041,1-Oct-12,30-Sep-13,62,3060,0,3169,0,2972,NA
Wasco,315004,13406,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC - West 9th The Dalles,#N/A,,1300 W 9th Street,,The Dalles,OR,97058,1-Jun-13,31-Jul-13,21,1680,0,1689,0,1551,NA
Hood River,315004,13399,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC at Odell,#N/A,,3685 Early Drive,,Odell,OR,97044,1-Oct-12,30-Sep-13,67,2881,0,3020,0,2867,NA
Marion,315004,13396,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC Marion County / Silverton,#N/A,,707 McClaine,,Silverton,OR,97381,1-Jun-13,31-Aug-13,57,2396,0,2418,0,2359,NA
Marion,315004,13403,"Oregon Child Development Coalition, Inc. -  Head Start",OCDC Marion County / Woodburn,#N/A,,540 N Settlemier,,Woodburn,OR,97071,1-Jun-13,30-Aug-13,60,6275,0,6497,0,6249,NA
Lincoln,2112001,14711,Lincoln Co SD,Olalla Center,#N/A,,321 E 3rd Street,,Toledo,OR,97391,17-Jun-13,23-Aug-13,46,0,0,611,0,0,NA
Multnomah,2616018,14423,PSU Upward Bound,Ondine Dining Hall,#N/A,,PSU - Ondine Dining Hall,1912 SW 6th Avenue,Portland,OR,97201,24-Jun-13,25-Jul-13,15,0,0,1078,0,0,NA
Malheur,2315001,10802,Ontario SD,Ontario Middle,#N/A,,573 SW 2nd Ave,,Ontario,OR,97914,10-Jun-13,16-Aug-13,48,2023,0,5409,5703,0,NA
Umatilla,315004,14799,"Oregon Child Development Coalition, Inc. -  Head Start",Orchard Homes,#N/A,,311 N Elizabeth,,Milton-Freewater,OR,97862,1-Oct-12,30-Sep-13,97,0,0,5129,0,0,NA
Malheur,315004,13392,"Oregon Child Development Coalition, Inc. -  Head Start",Oregon Child Development Coalition Nyssa,#N/A,,308 E 2nd Street,,Nyssa,OR,97913,1-Oct-12,30-Sep-13,33,1203,0,1233,0,1100,NA
Malheur,315004,13393,"Oregon Child Development Coalition, Inc. -  Head Start",Oregon Child Development Coalition-Ontario,#N/A,,482 SE 3rd Street,,Ontario,OR,97914,1-Oct-12,30-Sep-13,53,4319,0,4409,0,4221,NA
Clackamas,315002,15084,Oregon City SD 62,Oregon City Swimming Pool,#N/A,,1211 Jackson Street,,Oregon City,OR,97045,8-Jul-13,23-Aug-13,2,0,0,0,0,0,NA
Benton,203003,14487,Corvallis SD 509J,OSU KidSpirit,#N/A,,OSU Memorial Union Quad,26th & Jefferson,Corvallis,OR,97333,17-Jun-13,30-Aug-13,54,0,0,6092,0,0,NA
Benton,203003,14490,Corvallis SD 509J,Philomath City Library,#N/A,,1050 Applegate St.,,Philomath,OR,97370,24-Jun-13,30-Aug-13,49,0,0,1894,0,0,NA
Union,3103004,13106,"Community Connection of NE Oregon, Inc.",Riveria Activity Center,#N/A,,2802 Adams Avenue,,La Grande,OR,97850,3-Jun-13,30-Aug-13,59,0,0,5917,1047,0,NA
Marion,2419006,10901,Silver Falls SD 4,Robert Frost Elem,#N/A,,201 Westfield Street,,Silverton,OR,97381,17-Jun-13,23-Aug-13,49,614,0,4381,614,0,NA
Multnomah,2622004,14896,Volunteers of America Oregon,Rockwood Station,#N/A,,19045 Southeast Yamhill Street,,Portland,OR,97233,24-Jun-13,30-Aug-13,44,0,0,2700,0,0,NA
Benton,203003,14919,Corvallis SD 509J,Scout Camp,#N/A,,1986 SW Allen St.,,Corvallis,OR,97333,9-Jul-13,12-Jul-13,4,0,0,676,0,0,NA
Multnomah,2622004,14904,Volunteers of America Oregon,Sequoia Square,#N/A,,247 SE 160th Ave,,Portland,OR,97233,17-Jun-13,30-Aug-13,49,0,0,1282,0,0,NA
Lane,2006004,13716,Food For Lane County,Sheldon Village,#N/A,,2475 Sheldon Village Loop,,Eugene,OR,97401,24-Jun-13,23-Aug-13,44,0,0,1434,0,0,NA
Lane,2005005,10603,Eugene SD 4J,South Eugene High,#N/A,,400 E 19th Ave,,Eugene,OR,97401,5-Aug-13,29-Aug-13,16,0,0,500,0,0,NA
Marion,315004,14659,"Oregon Child Development Coalition, Inc. -  Head Start",South Marion - Concordia,#N/A,,4663 Lancaster Drive,,Salem,OR,97305,1-Oct-12,30-Sep-13,103,2794,0,2838,0,2698,NA
Wasco,315004,14170,"Oregon Child Development Coalition, Inc. -  Head Start",St. Mary's,#N/A,,1112 Cherry Heights,,The Dalles,OR,97058,1-Jun-13,31-Jul-13,21,1619,0,1688,0,1420,NA
Washington,3406002,14704,"Faith Cafe, Inc.",St. Matthew Lutheran Church - Faith Cafe,#N/A,,St. Matthew Lutheran Church,10390 SW Canyon Rd,Beaverton,OR,97005,15-Jun-13,24-Aug-13,10,0,0,135,0,0,NA
Yamhill,3614001,14898,Newberg SD 29J,St. Michaels Church,#N/A,,110 S Everest Rd,,Newberg,OR,97132,17-Jun-13,23-Aug-13,49,0,0,1360,0,0,NA
Multnomah,2621001,11526,United Methodist Church,Suttle Lake,#N/A,,1505 SW 18th Ave,,Portland,OR,97201,29-Jun-13,29-Aug-13,3,12,0,12,0,12,NA
Lincoln,2112001,10718,Lincoln Co SD,Taft High,#N/A,,3780 SE Spyglass,,Lincoln City,OR,97367,17-Jun-13,21-Jun-13,5,0,0,102,0,0,NA
Jackson,1516001,10517,Phoenix-Talent SD,Talent Elem,#N/A,,307 Wagner Creek Road,,Talent,OR,97540,17-Jun-13,16-Aug-13,48,1924,0,2899,0,2547,NA
Clackamas,303003,15100,Canby SD 86,The Canby Center,#N/A,,896 S Ivy St,,Canby,OR,97013,22-Jul-13,30-Aug-13,18,0,0,386,0,0,NA
Washington,3420001,14455,Tigard-Tualatin SD 23J,The Colonies Apts.,#N/A,,14260 SW 112th Ave,,Tigard,OR,97224,17-Jun-13,23-Aug-13,44,0,0,626,0,0,NA
