District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,Pct Mobile Students 2014-15,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2011-12,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2013-14,Freshmen On Track 2014-15,State Freshman On Track,Like Schools Freshman On Track,SAT Participation 2011-12,SAT Participation 2012-13,SAT Participation 2013-14,SAT Participation 2014-15,State SAT Participation,Like Schools SAT Participation,Four Year Graduation Rate 2010-11,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2010-11,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2010-11,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2009-10,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,State Continuing Education Rate,Like Schools Continuing Education Rate
2043,Eagle Point SD 9,Cynda Rickert,397,Eagle Point High School,Jenn Whitehead,Grade(s) 9-12,H,Jackson,976,,,,85.2%,24.0%,--,--,,,24.0,24.0,24.5,24.0,24.5,26.0,25.0,26.0,19%,61%,12%,<1%,1%,27%,1%,1%,<1%,69%,4,Not Rated,,Not Rated,75.1,68.5,66.2,22.8,31.6,29.2,55.3,53.1,56.8,62.2,62.6,62.6,51.0,64.7,79.9,77.7,36.0,34.4,29.9,27.3,31.7,35.6,71.6,73.7,80.8,73.1,72.0,79.0,83.9,79.9,82.4,87.0,82.1,87.8,1.2,1.8,1.8,2.9,4.0,2.3,54.6,48.2,49.2,47.8,60.5,57.8
2043,Eagle Point SD 9,Cynda Rickert,396,Eagle Point Middle School,Joni Parsons,Grade(s) 6-8,M,Jackson,377,,,,87.1%,22.0%,3.5,25.0,,,28.0,24.0,26.0,24.0,28.0,26.0,27.0,26.0,<5%,62%,10%,1%,1%,12%,2%,1%,0,83%,3,Not Rated,,Not Rated,56.3,56.4,52.2,32.9,42.5,36.8,61.3,62.6,62.3,63.0,65.0,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,Cynda Rickert,4020,Eagle Rock Elementary School,Harry Hedrick,Grade(s) K-5,E,Jackson,338,206,132,--,92.0%,16.3%,26.0,25.0,--,--,,,,,,,,,*,50%,11%,<1%,<1%,10%,1%,2%,0,87%,2,Not Rated,,Not Rated,48.1,51.1,55.2,39.6,44.8,46.0,74.5,75.0,72.5,72.9,66.8,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,Cynda Rickert,390,Hillside Elementary,Jodi Salinas,Grade(s) K-5,E,Jackson,478,312,166,--,92.2%,19.8%,24.0,25.0,--,--,,,,,,,,,5%,64%,14%,1%,1%,14%,2%,3%,<1%,79%,4,Not Rated,Focus,Not Rated,39.0,51.1,48.1,38.2,44.8,41.0,55.2,68.1,61.2,53.8,66.8,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,Cynda Rickert,3147,Lake Creek Learning Center,Harry Hedrick,Grade(s) K-5,E,Jackson,56,41,15,--,>95%,13.1%,19.0,25.0,--,--,,,,,,,,,*,48%,18%,0,0,9%,2%,0,0,89%,2,Not Rated,,Not Rated,52.4,51.1,64.7,52.4,44.8,54.3,80.0,*,75.0,66.7,66.8,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,Cynda Rickert,393,Shady Cove School,Amy Isackson,Grade(s) K-8,E,Jackson,273,125,52,96,89.8%,27.7%,24.5,25.0,22.0,25.0,,,,,,,,,*,***,14%,<1%,1%,15%,1%,2%,0,81%,5,Not Rated,,Not Rated,37.6,53.8,47.8,26.3,43.6,36.9,65.1,56.1,70.3,60.0,65.9,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,Cynda Rickert,394,Table Rock Elementary,Jose-de-Jesus Melendez,Grade(s) K-5,E,Jackson,766,533,233,--,90.1%,19.9%,25.0,25.0,--,--,,,,,,,,,36%,***,13%,<1%,1%,49%,1%,2%,1%,47%,5,Not Rated,,Not Rated,33.3,51.1,42.3,24.9,44.8,35.8,52.8,76.9,58.3,44.0,66.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,Cynda Rickert,4378,URCEO-Upper Rogue Center for Educational Opportunities,Valerie Shehorn,Grade(s) 9-12,H,Jackson,73,,,,12.8%,84.8%,--,--,,,7.0,24.0,7.0,24.0,6.5,26.0,5.0,26.0,12%,85%,*,1%,0,23%,1%,3%,1%,70%,2,Not Rated,,Not Rated,*,68.5,38.5,*,31.6,<5,*,*,*,*,62.6,35.7,*,*,79.9,*,--,--,--,0.0,31.7,0.0,5.5,0.0,0.0,0.0,72.0,16.1,48.3,63.1,48.4,56.7,82.1,51.0,14.0,28.2,32.8,42.0,4.0,--,21.4,14.7,7.4,14.3,60.5,21.2
2043,Eagle Point SD 9,Cynda Rickert,4021,White Mountain Middle School,Karina Rizo,Grade(s) 6-8,M,Jackson,381,,,,94.8%,21.5%,2.0,25.0,,,21.0,24.0,26.0,24.0,24.0,26.0,30.0,26.0,42%,***,14%,1%,1%,51%,1%,1%,1%,44%,4,Not Rated,,Not Rated,48.6,56.4,40.9,23.4,42.5,25.6,37.2,48.2,61.1,57.6,65.0,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,Echo SD 5,Raymon Smith,3433,Echo School,Raymon Smith,Grade(s) PK-12,H,Umatilla,248,,,,83.9%,15.4%,18.0,25.0,,,13.0,24.0,13.0,24.0,14.5,26.0,17.0,26.0,5%,44%,18%,0,<1%,11%,3%,<1%,0,85%,2,Not Rated,,Not Rated,54.6,55.7,54.9,38.3,42.1,36.0,54.9,60.4,53.4,60.0,64.9,67.5,88.9,80.8,79.9,76.1,33.3,50.0,45.5,38.9,31.7,40.6,80.0,94.4,75.9,94.7,72.0,79.5,83.3,100.0,94.4,79.3,82.1,88.8,1.2,3.9,3.8,0.0,4.0,1.6,66.7,45.0,29.4,60.9,60.5,53.5
2217,Elgin SD 23,Dianne Greif,1083,Elgin High School,Thomas Grimes,Grade(s) 9-12,H,Union,109,,,,72.7%,22.2%,--,--,,,16.5,24.0,14.0,24.0,11.5,26.0,15.0,26.0,*,47%,17%,0,0,5%,0,4%,0,92%,2,Not Rated,,Not Rated,57.9,68.5,74.5,31.6,31.6,30.6,85.2,46.7,66.7,55.6,62.6,65.4,70.6,60.0,79.9,80.6,31.4,20.0,40.0,48.5,31.7,33.9,87.0,88.2,80.6,67.6,72.0,79.5,84.2,91.5,94.3,84.4,82.1,86.8,2.2,1.6,3.0,1.7,4.0,2.2,45.5,42.9,37.5,25.9,60.5,53.8
2217,Elgin SD 23,Dianne Greif,1082,Stella Mayfield Elementary School,Dianne Greif,Grade(s) K-8,E,Union,267,126,57,84,73.9%,16.3%,19.0,25.0,18.0,25.0,,,,,,,,,*,72%,15%,0,0,5%,1%,3%,0,91%,1,Not Rated,Focus,Not Rated,34.0,53.8,46.4,25.8,43.6,38.5,57.8,66.0,77.2,75.5,65.9,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Elkton SD 34,Andy Boe,302,Elkton Charter School,Mike Hughes,Grade(s) K-12,H,Douglas,259,,,,85.8%,7.8%,15.5,25.0,,,19.5,24.0,15.0,24.0,18.0,26.0,12.5,26.0,*,70%,15%,1%,<1%,7%,1%,9%,0,82%,4,Not Rated,,Not Rated,55.9,55.7,57.2,43.1,42.1,39.0,75.4,63.3,64.8,75.4,64.9,68.0,>95,>95,79.9,79.2,68.4,45.5,33.3,57.9,31.7,42.3,75.0,93.3,84.2,90.0,72.0,82.3,90.9,93.3,93.3,100.0,82.1,89.8,1.5,0.0,0.0,3.6,4.0,1.2,36.4,64.3,71.4,68.4,60.5,56.1
2221,Enterprise SD 21,Brad Royse,1090,Enterprise Elementary School,Brad Royse,Grade(s) K-6,E,Wallowa,207,120,56,31,78.6%,12.4%,24.0,25.0,--,--,,,,,,,,,*,43%,14%,1%,0,2%,0,6%,0,91%,2,Not Rated,,Not Rated,60.5,51.9,63.9,32.5,43.5,57.1,94.6,85.7,92.3,>95,66.8,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,Enterprise SD 21,Brad Royse,1091,Enterprise High School,Blake Carlsen,Grade(s) 7-12,H,Wallowa,180,,,,86.4%,6.9%,--,--,,,9.5,24.0,12.0,24.0,19.0,26.0,22.0,26.0,*,34%,19%,1%,2%,6%,0,2%,0,90%,1,Not Rated,,Not Rated,75.3,60.9,60.5,40.7,40.2,38.9,94.0,90.5,86.3,>95,63.9,71.3,>95,>95,79.9,81.4,58.8,96.0,64.3,58.6,31.7,47.0,94.6,96.3,92.3,97.1,72.0,81.6,89.5,97.3,96.3,92.3,82.1,88.6,0.0,0.0,0.9,0.0,4.0,1.8,62.5,65.7,73.1,83.3,60.5,62.0
1930,Estacada SD 108,Marla Stephenson,131,Clackamas River Elementary School,Denis Hickey,Grade(s) K-6,E,Clackamas,597,356,160,81,82.6%,15.6%,27.0,25.0,30.0,25.0,,,,,,,,,6%,***,9%,<1%,1%,10%,1%,6%,0,83%,5,Not Rated,,Not Rated,34.7,51.9,57.6,25.0,43.5,49.3,*,75.9,66.3,50.7,66.8,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Estacada SD 108,Marla Stephenson,130,Eagle Creek Elementary School,Jennifer Behrman,Grade(s) K-6,E,Clackamas,254,128,84,42,77.0%,17.5%,25.5,25.0,41.0,25.0,,,,,,,,,24%,***,15%,2%,<1%,24%,0,7%,0,67%,8,Not Rated,,Not Rated,43.2,51.9,52.7,26.4,43.5,45.2,50.0,69.7,75.6,74.4,66.8,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Estacada SD 108,Marla Stephenson,4760,Estacada Early College,Jonica Tabler,Grade(s) 9-12,H,Clackamas,650,,,,>95%,62.5%,--,--,,,--,--,--,--,--,--,--,--,24%,11%,<5%,1%,1%,29%,1%,4%,<1%,63%,16,Not Rated,,Not Rated,67.2,68.5,--,35.6,31.6,--,50.0,45.6,50.8,53.4,62.6,--,76.0,*,79.9,--,--,1.4,6.2,4.3,31.7,--,20.8,11.2,20.9,11.8,72.0,--,46.3,42.6,45.0,43.2,82.1,--,45.4,56.9,54.4,60.8,4.0,--,49.1,44.2,29.4,53.2,60.5,--
1930,Estacada SD 108,Marla Stephenson,135,Estacada High School,Ryan Carpenter,Grade(s) 9-12,H,Clackamas,566,,,,78.2%,16.1%,--,--,,,21.0,24.0,20.0,24.0,19.0,26.0,25.5,26.0,9%,45%,11%,1%,<1%,14%,<1%,4%,0,81%,11,Not Rated,,Not Rated,78.7,68.5,70.8,28.6,31.6,26.5,69.1,66.4,69.6,72.6,62.6,61.4,77.4,66.2,79.9,81.9,34.1,30.8,43.3,38.5,31.7,36.3,70.5,71.8,76.7,76.2,72.0,76.2,80.8,87.1,85.6,82.6,82.1,87.1,2.1,2.1,2.7,3.2,4.0,2.2,63.4,58.3,47.8,53.7,60.5,53.7
1930,Estacada SD 108,Marla Stephenson,134,Estacada Junior High School,Kristin Turnquist,Grade(s) 7-8,M,Clackamas,237,,,,77.5%,17.0%,--,--,,,17.0,24.0,20.0,24.0,21.0,26.0,25.0,26.0,15%,***,16%,0,0,17%,<1%,5%,0,78%,3,Not Rated,,Not Rated,53.7,57.5,53.1,20.6,44.0,38.5,68.8,62.7,77.9,65.7,65.0,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Estacada SD 108,Marla Stephenson,4670,Estacada Web Academy,Sean Gallagher,Grade(s) K-12,H,Clackamas,413,,,,>95%,43.5%,144.0,25.0,,,--,--,--,--,--,--,--,--,11%,27%,7%,1%,3%,13%,1%,2%,<1%,79%,7,Not Rated,,Not Rated,47.8,55.7,48.9,16.9,42.1,24.2,38.7,44.8,41.2,48.7,64.9,56.5,18.8,<5,79.9,59.6,23.8,10.6,1.1,2.7,31.7,24.2,19.4,16.3,27.2,9.6,72.0,55.9,29.2,32.4,32.2,32.3,82.1,68.6,26.4,17.9,19.0,13.0,4.0,7.1,55.6,37.5,19.0,23.1,60.5,55.1
2082,Eugene SD 4J,Gustavo Balderas,503,Adams Elementary School,Kevin Gordon,Grade(s) K-5,E,Lane,448,290,158,--,87.2%,16.2%,26.0,25.0,--,--,,,,,,,,,<5%,47%,21%,3%,1%,8%,1%,8%,<1%,79%,11,Not Rated,,Not Rated,63.0,51.1,56.1,55.4,44.8,47.5,92.1,82.7,85.1,71.6,66.8,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4554,Arts and Technology Academy at Jefferson,Jeff Johnson,Grade(s) 6-8,M,Lane,288,,,,79.6%,15.7%,9.0,25.0,,,26.0,24.0,24.0,24.0,27.5,26.0,24.5,26.0,8%,75%,18%,1%,3%,22%,1%,11%,1%,60%,5,Not Rated,,Not Rated,58.2,56.4,48.9,43.3,42.5,34.4,87.4,81.9,77.9,76.5,65.0,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,504,Awbrey Park Elementary School,Mike Riplinger,Grade(s) K-5,E,Lane,383,263,120,--,84.7%,16.5%,24.0,25.0,--,--,,,,,,,,,<5%,61%,18%,1%,<1%,14%,2%,7%,<1%,76%,4,Not Rated,,Not Rated,53.4,51.1,49.1,47.8,44.8,41.0,78.0,81.6,70.0,74.1,66.8,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,1241,Buena Vista Elementary School,Juan Cuadros,Grade(s) K-5,E,Lane,387,283,104,--,91.1%,7.4%,27.0,25.0,--,--,,,,,,,,,9%,36%,<5%,1%,1%,29%,1%,7%,0,62%,4,Not Rated,,Not Rated,69.3,51.1,61.8,65.2,44.8,54.0,83.3,>95,83.3,85.0,66.8,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,506,Cal Young Middle School,Kim Watry,Grade(s) 6-8,M,Lane,512,,,,87.2%,11.4%,--,--,,,33.5,24.0,30.0,24.0,30.0,26.0,35.0,26.0,<5%,32%,9%,5%,2%,6%,1%,6%,<1%,79%,8,Not Rated,,Not Rated,69.6,56.4,69.2,58.1,42.5,54.9,86.9,83.0,81.3,80.1,65.0,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4739,Camas Ridge Community Elementary,Tom Maloney,Grade(s) K-5,E,Lane,420,260,160,--,82.9%,13.4%,30.5,25.0,--,--,,,,,,,,,8%,46%,11%,5%,2%,15%,1%,10%,0,67%,16,Not Rated,,Not Rated,61.7,51.1,57.1,49.5,44.8,49.5,82.7,84.1,84.3,73.2,66.8,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4146,Cesar Chavez Elementary School,Denisa Taylor,Grade(s) K-5,E,Lane,430,275,155,--,75.1%,22.9%,24.0,25.0,--,--,,,,,,,,,13%,82%,18%,1%,3%,29%,1%,11%,1%,54%,6,Not Rated,,Not Rated,50.2,51.1,45.0,35.6,44.8,38.4,60.9,47.8,54.5,63.3,66.8,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,1240,Charlemagne at Fox Hollow Elementary School,Eric Anderson,Grade(s) K-5,E,Lane,322,227,95,--,91.8%,8.5%,28.0,25.0,--,--,,,,,,,,,*,20%,6%,6%,1%,5%,0,13%,0,75%,11,Not Rated,,Not Rated,84.2,51.1,75.4,87.8,44.8,70.6,>95,94.4,>95,92.9,66.8,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,540,Churchill High School,B J Blake,Grade(s) 9-12,H,Lane,1078,,,,70.5%,16.8%,--,--,,,26.5,24.0,24.0,24.0,28.0,26.0,30.0,26.0,7%,51%,12%,3%,4%,16%,2%,9%,1%,66%,11,Not Rated,,Not Rated,82.6,68.5,70.3,27.2,31.6,29.6,71.0,61.3,53.9,51.2,62.6,66.7,77.6,79.5,79.9,79.1,42.0,39.9,42.6,40.2,31.7,39.2,82.3,69.2,72.7,82.7,72.0,79.0,98.2,94.3,88.4,93.0,82.1,89.2,0.5,0.8,1.2,0.9,4.0,2.2,65.6,67.8,42.8,51.1,60.5,59.7
2082,Eugene SD 4J,Gustavo Balderas,507,Coburg Community Charter School,Terry Hoagland,Grade(s) K-8,E,Lane,223,100,50,73,89.4%,11.9%,25.0,25.0,--,--,,,,,,,,,*,13%,7%,4%,1%,4%,0,4%,0,87%,2,Not Rated,,Not Rated,52.1,53.8,69.5,51.7,43.6,62.9,83.3,88.0,84.0,55.3,65.9,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,1242,Corridor Elementary School,Tom Piowaty,Grade(s) K-5,E,Lane,269,181,88,--,83.4%,7.4%,24.0,25.0,--,--,,,,,,,,,*,45%,14%,1%,1%,6%,1%,7%,0,84%,4,Not Rated,,Not Rated,46.9,51.1,61.2,42.0,44.8,53.6,71.4,56.1,71.4,59.1,66.8,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,1774,Edgewood Community Elementary School,Larry Williams,Grade(s) K-5,E,Lane,403,246,157,--,85.6%,16.7%,31.0,25.0,--,--,,,,,,,,,<5%,33%,15%,3%,2%,10%,2%,7%,<1%,75%,9,Not Rated,,Not Rated,73.8,51.1,58.2,64.2,44.8,49.0,82.4,79.7,84.8,81.7,66.8,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,510,Edison Elementary School,Tom Horn,Grade(s) K-5,E,Lane,357,234,123,--,90.8%,19.3%,31.0,25.0,--,--,,,,,,,,,<5%,37%,13%,9%,2%,7%,1%,8%,0,73%,12,Not Rated,,Not Rated,74.1,51.1,55.7,61.2,44.8,46.9,93.6,89.5,87.5,88.6,66.8,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,537,Eugene Education Options,Brad New,Grade(s) 9-12,H,Lane,317,,,,54.9%,56.9%,--,--,,,12.0,24.0,10.0,24.0,12.0,26.0,21.5,26.0,6%,59%,15%,1%,4%,19%,2%,10%,0,64%,4,Not Rated,,Not Rated,*,68.5,48.7,*,31.6,5.6,>95,*,*,*,62.6,49.5,*,*,79.9,62.1,--,--,--,0.0,31.7,3.1,18.9,35.4,10.3,7.6,72.0,35.0,52.9,56.9,53.7,34.5,82.1,51.4,17.9,11.8,21.8,18.9,4.0,15.1,31.8,35.3,27.6,46.2,60.5,37.6
2082,Eugene SD 4J,Gustavo Balderas,1339,Family School,Jeff Johnson,Grade(s) K-5,E,Lane,160,103,57,--,80.0%,3.1%,26.5,25.0,--,--,,,,,,,,,*,61%,13%,3%,3%,11%,1%,11%,1%,70%,5,Not Rated,,Not Rated,55.4,51.1,58.0,45.6,44.8,50.9,>95,>95,82.9,59.1,66.8,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,513,Gilham Elementary School,Gina Wilde,Grade(s) K-5,E,Lane,513,346,167,--,84.9%,16.4%,29.0,25.0,--,--,,,,,,,,,5%,43%,14%,3%,1%,10%,1%,8%,0,78%,10,Not Rated,,Not Rated,71.3,51.1,55.1,53.2,44.8,48.0,81.0,68.3,74.2,82.3,66.8,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4157,Holt Elementary School,Joyce Smith-Johnson,Grade(s) K-5,E,Lane,527,351,176,--,83.3%,18.2%,25.5,25.0,--,--,,,,,,,,,8%,57%,20%,3%,2%,13%,2%,13%,<1%,66%,11,Not Rated,,Not Rated,56.5,51.1,48.6,44.7,44.8,41.5,61.9,58.3,64.3,66.3,66.8,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,515,Howard Elementary School,Allan Chinn,Grade(s) K-5,E,Lane,388,255,133,--,77.6%,21.1%,29.0,25.0,--,--,,,,,,,,,9%,78%,18%,0,2%,24%,4%,9%,1%,61%,4,Not Rated,,Not Rated,43.8,51.1,45.3,36.0,44.8,38.1,70.6,55.0,48.8,63.2,66.8,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,518,Kelly Middle School,Wes Flinn,Grade(s) 6-8,M,Lane,386,,,,84.7%,18.9%,--,--,,,24.5,24.0,25.0,24.0,28.0,26.0,25.0,26.0,10%,68%,11%,2%,1%,24%,2%,6%,<1%,65%,5,Not Rated,,Not Rated,53.1,56.4,51.8,43.5,42.5,34.8,47.0,56.7,46.2,53.2,65.0,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,519,Kennedy Middle School,Charles Smith,Grade(s) 6-8,M,Lane,502,,,,83.5%,13.1%,--,--,,,26.0,24.0,27.0,24.0,31.5,26.0,28.0,26.0,6%,52%,17%,3%,2%,15%,1%,10%,<1%,69%,11,Not Rated,,Not Rated,63.9,56.4,59.7,50.1,42.5,43.3,81.7,76.4,81.0,75.9,65.0,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,520,Madison Middle School,Scott Marsh,Grade(s) 6-8,M,Lane,440,,,,77.3%,13.3%,8.0,25.0,,,27.0,24.0,25.0,24.0,29.0,26.0,32.0,26.0,<5%,58%,15%,2%,<1%,14%,4%,5%,1%,73%,7,Not Rated,,Not Rated,55.6,56.4,57.9,41.4,42.5,42.1,69.7,64.0,68.1,79.1,65.0,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,522,McCornack Elementary School,Londa Rochholz,Grade(s) K-5,E,Lane,332,231,101,--,84.6%,21.7%,26.0,25.0,--,--,,,,,,,,,14%,74%,15%,1%,3%,27%,1%,7%,<1%,60%,9,Not Rated,,Not Rated,40.9,51.1,45.9,26.8,44.8,38.7,72.2,55.9,58.6,47.9,66.8,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,524,Monroe Middle School,Mike Johnson,Grade(s) 6-8,M,Lane,488,,,,88.0%,13.3%,--,--,,,22.0,24.0,24.0,24.0,33.0,26.0,31.0,26.0,6%,45%,14%,3%,1%,18%,1%,9%,1%,68%,7,Not Rated,,Not Rated,59.3,56.4,61.5,43.2,42.5,46.2,76.5,71.5,74.8,60.9,65.0,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4041,Network Charter School,Ame Beard,Grade(s) 7-12,H,Lane,108,,,,48.2%,44.4%,--,--,,,16.0,24.0,11.0,24.0,15.5,26.0,16.0,26.0,*,72%,18%,0,0,10%,3%,7%,1%,79%,2,Not Rated,,Not Rated,32.3,60.9,44.5,10.0,40.2,23.0,61.5,70.4,44.7,>95,63.9,49.6,30.8,<5,79.9,60.3,--,--,--,0.0,31.7,28.3,25.0,39.3,32.1,34.3,72.0,49.2,76.5,45.5,64.0,69.2,82.1,72.1,10.0,14.6,14.9,14.1,4.0,9.5,45.5,46.2,30.8,53.3,60.5,39.6
2082,Eugene SD 4J,Gustavo Balderas,536,North Eugene High School,Casandra Kamens,Grade(s) 9-12,H,Lane,882,,,,70.9%,24.1%,--,--,,,21.0,24.0,24.0,24.0,21.0,26.0,23.5,26.0,8%,59%,15%,2%,1%,18%,2%,9%,<1%,67%,10,Not Rated,,Not Rated,84.4,68.5,64.0,35.4,31.6,25.9,67.0,63.0,54.7,51.3,62.6,64.1,69.5,82.8,79.9,76.8,38.8,34.2,33.3,40.5,31.7,34.7,76.1,70.7,61.8,71.4,72.0,75.2,90.6,88.1,88.2,87.4,82.1,87.2,0.9,1.5,2.3,2.1,4.0,2.7,63.6,60.2,53.5,44.4,60.5,51.3
2082,Eugene SD 4J,Gustavo Balderas,3233,Ridgeline Montessori,Sharon Martin,Grade(s) K-8,E,Lane,226,114,60,52,82.9%,12.7%,28.5,25.0,--,--,,,,,,,,,*,38%,11%,1%,<1%,8%,3%,15%,0,73%,4,Not Rated,,Not Rated,80.2,53.8,61.2,56.5,43.6,53.4,91.3,71.9,86.3,89.7,65.9,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,525,River Road/El Camino del Rio Elementary School,Joel Lavin,Grade(s) K-5,E,Lane,320,228,92,--,82.5%,23.8%,22.0,25.0,--,--,,,,,,,,,28%,76%,10%,<1%,2%,48%,1%,4%,0,45%,4,Not Rated,Priority,Not Rated,39.2,51.1,44.4,28.2,44.8,34.9,39.6,47.5,54.8,63.4,66.8,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,526,Roosevelt Middle School,Chris Mitchell,Grade(s) 6-8,M,Lane,576,,,,87.3%,12.9%,8.0,25.0,,,32.5,24.0,35.0,24.0,33.0,26.0,34.0,26.0,5%,27%,7%,6%,2%,10%,1%,10%,0,70%,15,Not Rated,,Not Rated,77.9,56.4,65.1,68.3,42.5,51.6,73.4,80.8,83.8,74.0,65.0,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,538,Sheldon High School,Bob Bolden,Grade(s) 9-12,H,Lane,1372,,,,80.2%,13.5%,--,--,,,29.0,24.0,26.0,24.0,25.5,26.0,27.0,26.0,<5%,31%,13%,5%,2%,11%,1%,10%,1%,71%,17,Not Rated,,Not Rated,88.9,68.5,74.2,55.4,31.6,37.5,77.0,76.6,75.7,68.8,62.6,70.2,89.3,89.5,79.9,86.4,52.8,52.3,55.5,51.7,31.7,43.2,77.7,72.4,76.6,85.4,72.0,83.4,90.2,89.3,85.3,89.1,82.1,90.6,0.7,1.6,2.5,1.9,4.0,1.3,74.3,72.2,58.0,53.0,60.5,66.2
