SchoolID,School,District,SchoolType,No_of_Program,Summer_2015_Activities,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
702,Nyssa Elementary School,Nyssa SD 26,E,2,,72.06,88.9,Science,100,72.5
703,Nyssa Middle School,Nyssa SD 26,M,1,Summer school classes for students.,71.65,88.1,English Language Arts,100,40.7
703,Nyssa Middle School,Nyssa SD 26,M,1,Summer school classes for students.,71.65,88.1,Mathematics,100,23.6
703,Nyssa Middle School,Nyssa SD 26,M,1,Summer school classes for students.,71.65,88.1,Science,100,59.8
3342,Oak Grove Elementary,North Clackamas SD 12,E,2,A Title I summer school program will be offered at this site.,65.35,86.7,English Language Arts,98.6,39.5
3342,Oak Grove Elementary,North Clackamas SD 12,E,2,A Title I summer school program will be offered at this site.,65.35,86.7,Mathematics,97.2,29.1
3342,Oak Grove Elementary,North Clackamas SD 12,E,2,A Title I summer school program will be offered at this site.,65.35,86.7,Science,98.4,52.5
666,Oak Heights Elementary School,Sweet Home SD 55,E,2,,70.8,89.1,English Language Arts,99.3,41.9
666,Oak Heights Elementary School,Sweet Home SD 55,E,2,,70.8,89.1,Mathematics,99.3,25
666,Oak Heights Elementary School,Sweet Home SD 55,E,2,,70.8,89.1,Science,97.4,59.5
221,Ochoco Elementary School,Crook County SD,E,1,Kids Club - Crafts Sports Enrichment / Summer School  Sibling 1-18 welcome,77.45,83.9,English Language Arts,96.9,35.5
221,Ochoco Elementary School,Crook County SD,E,1,Kids Club - Crafts Sports Enrichment / Summer School  Sibling 1-18 welcome,77.45,83.9,Mathematics,97.5,28.8
221,Ochoco Elementary School,Crook County SD,E,1,Kids Club - Crafts Sports Enrichment / Summer School  Sibling 1-18 welcome,77.45,83.9,Science,95.3,70.7
699,Ontario High School,Ontario SD 8C,H,1,Summer School ,66.05,80.2,English Language Arts,98.7,45
699,Ontario High School,Ontario SD 8C,H,1,Summer School ,66.05,80.2,Mathematics,98.1,13.9
699,Ontario High School,Ontario SD 8C,H,1,Summer School ,66.05,80.2,Science,100,46.4
698,Ontario Middle School,Ontario SD 8C,M,5,Summer School for Migrants will be happening from 7:30-2:45p.m.,76.09,82.4,English Language Arts,99.7,42.2
698,Ontario Middle School,Ontario SD 8C,M,5,Summer School for Migrants will be happening from 7:30-2:45p.m.,76.09,82.4,Mathematics,98.8,27.8
698,Ontario Middle School,Ontario SD 8C,M,5,Summer School for Migrants will be happening from 7:30-2:45p.m.,76.09,82.4,Science,100,45.8
963,Parklane Elementary School,Centennial SD 28J,E,1,  El Programo Hispano SUN program,84.52,76.8,English Language Arts,98.5,28.5
963,Parklane Elementary School,Centennial SD 28J,E,1,  El Programo Hispano SUN program,84.52,76.8,Mathematics,98.1,20.6
963,Parklane Elementary School,Centennial SD 28J,E,1,  El Programo Hispano SUN program,84.52,76.8,Science,100,20.4
963,Parklane Elementary School,Centennial SD 28J,E,1,Arts and Crafts Science Sports and Academic,84.52,76.8,English Language Arts,98.5,28.5
963,Parklane Elementary School,Centennial SD 28J,E,1,Arts and Crafts Science Sports and Academic,84.52,76.8,Mathematics,98.1,20.6
963,Parklane Elementary School,Centennial SD 28J,E,1,Arts and Crafts Science Sports and Academic,84.52,76.8,Science,100,20.4
931,Parkrose High School,Parkrose SD 3,H,1,Sun School/Activities summer school athletic camps,72.24,71.3,English Language Arts,96.1,52.1
931,Parkrose High School,Parkrose SD 3,H,1,Sun School/Activities summer school athletic camps,72.24,71.3,Mathematics,94.6,14.6
931,Parkrose High School,Parkrose SD 3,H,1,Sun School/Activities summer school athletic camps,72.24,71.3,Science,100,43.7
1233,Patton Middle School,McMinnville SD 40,M,2,,63.16,88.1,English Language Arts,96.8,57
1233,Patton Middle School,McMinnville SD 40,M,2,,63.16,88.1,Mathematics,96,40.7
1233,Patton Middle School,McMinnville SD 40,M,2,,63.16,88.1,Science,98.1,71.9
477,Peterson Elementary School,Klamath County SD,E,1,Camp Invention activities,60.79,83.8,English Language Arts,100,47.1
477,Peterson Elementary School,Klamath County SD,E,1,Camp Invention activities,60.79,83.8,Mathematics,100,40.1
477,Peterson Elementary School,Klamath County SD,E,1,Camp Invention activities,60.79,83.8,Science,100,52.6
371,Phoenix Elementary School,Phoenix-Talent SD 4,E,2,,84.7,88.7,English Language Arts,99.4,39.1
371,Phoenix Elementary School,Phoenix-Talent SD 4,E,2,,84.7,88.7,Mathematics,98.9,27.7
371,Phoenix Elementary School,Phoenix-Talent SD 4,E,2,,84.7,88.7,Science,100,38.8
374,Phoenix High School,Phoenix-Talent SD 4,H,1,,56.01,66,English Language Arts,99.4,66.5
374,Phoenix High School,Phoenix-Talent SD 4,H,1,,56.01,66,Mathematics,99.4,44.1
374,Phoenix High School,Phoenix-Talent SD 4,H,1,,56.01,66,Science,99.4,52.3
4391,Phoenix School,Douglas County SD 4,H,1,Summer School Kids Camps,84.94,45.7,English Language Arts,81.1,39.5
4391,Phoenix School,Douglas County SD 4,H,1,Summer School Kids Camps,84.94,45.7,Mathematics,77.4,9.8
4391,Phoenix School,Douglas County SD 4,H,1,Summer School Kids Camps,84.94,45.7,Science,47.2,48
3349,Prairie City School,Prairie City SD 4,H,1,Arts and crafts science activities and games ,62.84,91.8,English Language Arts,98.6,47.8
3349,Prairie City School,Prairie City SD 4,H,1,Arts and crafts science activities and games ,62.84,91.8,Mathematics,98.6,39.1
3349,Prairie City School,Prairie City SD 4,H,1,Arts and crafts science activities and games ,62.84,91.8,Science,96.4,70.4
3567,Prairie Mountain School,Bethel SD 52,E,1,A reading and writing focused summer school will be onsite,62.32,89.7,English Language Arts,98.6,46.8
3567,Prairie Mountain School,Bethel SD 52,E,1,A reading and writing focused summer school will be onsite,62.32,89.7,Mathematics,98.4,37.7
3567,Prairie Mountain School,Bethel SD 52,E,1,A reading and writing focused summer school will be onsite,62.32,89.7,Science,100,59
925,Prescott Elementary School,Parkrose SD 3,E,2,Sun program and kindergarten readiness.,77.24,81.3,English Language Arts,97.4,37.2
925,Prescott Elementary School,Parkrose SD 3,E,2,Sun program and kindergarten readiness.,77.24,81.3,Mathematics,96.9,31.6
925,Prescott Elementary School,Parkrose SD 3,E,2,Sun program and kindergarten readiness.,77.24,81.3,Science,100,56.4
263,Redmond High School,Redmond SD 2J,H,1,Camp 9-program for incoming Freshman to strengthen the transition to high school.   ,61.83,74.8,English Language Arts,95.8,67
263,Redmond High School,Redmond SD 2J,H,1,Camp 9-program for incoming Freshman to strengthen the transition to high school.   ,61.83,74.8,Mathematics,94.1,18.5
263,Redmond High School,Redmond SD 2J,H,1,Camp 9-program for incoming Freshman to strengthen the transition to high school.   ,61.83,74.8,Science,99.6,56.3
1149,Reedville Elementary School,Hillsboro SD 1J,E,1,,82.05,94.8,English Language Arts,100,22.6
1149,Reedville Elementary School,Hillsboro SD 1J,E,1,,82.05,94.8,Mathematics,100,20.9
1149,Reedville Elementary School,Hillsboro SD 1J,E,1,,82.05,94.8,Science,100,31.4
957,Reynolds High School,Reynolds SD 7,H,2,21st Century Grant Academics and Activities including  9th Grade counts; Early English Language Learners and   Each group does Friday field trips.  Space Limited and security issues make closed campus a must.,61.95,77,English Language Arts,97.6,48.8
957,Reynolds High School,Reynolds SD 7,H,2,21st Century Grant Academics and Activities including  9th Grade counts; Early English Language Learners and   Each group does Friday field trips.  Space Limited and security issues make closed campus a must.,61.95,77,Mathematics,96.2,16.4
957,Reynolds High School,Reynolds SD 7,H,2,21st Century Grant Academics and Activities including  9th Grade counts; Early English Language Learners and   Each group does Friday field trips.  Space Limited and security issues make closed campus a must.,61.95,77,Science,79.9,65.2
1254,Reynolds Middle School,Reynolds SD 7,M,2,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,80.14,80.5,English Language Arts,96.2,30.3
1254,Reynolds Middle School,Reynolds SD 7,M,2,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,80.14,80.5,Mathematics,97.4,20.6
1254,Reynolds Middle School,Reynolds SD 7,M,2,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,80.14,80.5,Science,97.6,46
304,Riddle Elementary School,Riddle SD 70,E,1,Crafts and summer school,81.86,78.8,English Language Arts,98.1,35.8
304,Riddle Elementary School,Riddle SD 70,E,1,Crafts and summer school,81.86,78.8,Mathematics,97.2,25.7
304,Riddle Elementary School,Riddle SD 70,E,1,Crafts and summer school,81.86,78.8,Science,90.9,56.7
5058,Ridgeview High School,Redmond SD 2J,H,0,Camp 9-program designed to strengthen transition to High School for incoming freshman.,49.48,79.7,English Language Arts,94.5,72.1
5058,Ridgeview High School,Redmond SD 2J,H,0,Camp 9-program designed to strengthen transition to High School for incoming freshman.,49.48,79.7,Mathematics,93.6,26.5
5058,Ridgeview High School,Redmond SD 2J,H,0,Camp 9-program designed to strengthen transition to High School for incoming freshman.,49.48,79.7,Science,94.6,57.1
884,Rigler Elementary School,Portland SD 1J,E,4,Reading writing art and physical recreation activities,86.28,84.2,English Language Arts,98.2,32
884,Rigler Elementary School,Portland SD 1J,E,4,Reading writing art and physical recreation activities,86.28,84.2,Mathematics,97.7,18.8
884,Rigler Elementary School,Portland SD 1J,E,4,Reading writing art and physical recreation activities,86.28,84.2,Science,100,26.4
231,Riley Creek Elementary School,Central Curry SD 1,E,1,School Athletic Events Community Events etc.  ,69.55,82.2,English Language Arts,100,52.4
231,Riley Creek Elementary School,Central Curry SD 1,E,1,School Athletic Events Community Events etc.  ,69.55,82.2,Mathematics,98.9,29
231,Riley Creek Elementary School,Central Curry SD 1,E,1,School Athletic Events Community Events etc.  ,69.55,82.2,Science,98.4,74.6
525,River Road/El Camino del Rio Elementary School,Eugene SD 4J,E,4,,65.56,82.5,English Language Arts,93.6,38.6
525,River Road/El Camino del Rio Elementary School,Eugene SD 4J,E,4,,65.56,82.5,Mathematics,93.6,29
525,River Road/El Camino del Rio Elementary School,Eugene SD 4J,E,4,,65.56,82.5,Science,95.7,61.4
1352,Riverbend Elementary School,Springfield SD 19,E,5,,83.46,90.8,English Language Arts,99.1,37
1352,Riverbend Elementary School,Springfield SD 19,E,5,,83.46,90.8,Mathematics,98.6,28.4
1352,Riverbend Elementary School,Springfield SD 19,E,5,,83.46,90.8,Science,98.6,35.7
820,Riverside Junior/Senior High School,Morrow SD 1,H,1,Credit recovery; Math Language Arts & Social Studies instruction; Home Ec; Robotics; Fitness; Arts & Crafts,76.83,79.2,English Language Arts,98.3,43.5
820,Riverside Junior/Senior High School,Morrow SD 1,H,1,Credit recovery; Math Language Arts & Social Studies instruction; Home Ec; Robotics; Fitness; Arts & Crafts,76.83,79.2,Mathematics,98.9,17
820,Riverside Junior/Senior High School,Morrow SD 1,H,1,Credit recovery; Math Language Arts & Social Studies instruction; Home Ec; Robotics; Fitness; Arts & Crafts,76.83,79.2,Science,98.2,49.1
716,Robert Frost Elementary School,Silver Falls SD 4J,E,1,Public School,43.18,90.2,English Language Arts,99.7,59.6
716,Robert Frost Elementary School,Silver Falls SD 4J,E,1,Public School,43.18,90.2,Mathematics,100,42.7
716,Robert Frost Elementary School,Silver Falls SD 4J,E,1,Public School,43.18,90.2,Science,100,69.2
1036,Rocky Heights Elementary School,Hermiston SD 8,E,2,Summer Kids Camp  games sports arts and crafts,69.26,89,English Language Arts,100,50.6
1036,Rocky Heights Elementary School,Hermiston SD 8,E,2,Summer Kids Camp  games sports arts and crafts,69.26,89,Mathematics,100,51.4
1036,Rocky Heights Elementary School,Hermiston SD 8,E,2,Summer Kids Camp  games sports arts and crafts,69.26,89,Science,100,57.6
399,Rogue River Elementary School,Rogue River SD 35,E,2,,72.47,81.4,English Language Arts,98.6,29.6
399,Rogue River Elementary School,Rogue River SD 35,E,2,,72.47,81.4,Mathematics,99.5,24.2
399,Rogue River Elementary School,Rogue River SD 35,E,2,,72.47,81.4,Science,97.8,75
4232,Ron Russell Middle School,David Douglas SD 40,M,2,Sun School,85.7,84.6,English Language Arts,99.1,56.6
4232,Ron Russell Middle School,David Douglas SD 40,M,2,Sun School,85.7,84.6,Mathematics,99.5,38.9
4232,Ron Russell Middle School,David Douglas SD 40,M,2,Sun School,85.7,84.6,Science,99.6,58.8
417,Roosevelt Elementary School,Medford SD 549C,E,1,continued education curriculum Migrant Education Site,76.15,81.2,English Language Arts,100,47.2
417,Roosevelt Elementary School,Medford SD 549C,E,1,continued education curriculum Migrant Education Site,76.15,81.2,Mathematics,100,41.7
417,Roosevelt Elementary School,Medford SD 549C,E,1,continued education curriculum Migrant Education Site,76.15,81.2,Science,100,65.5
918,Roosevelt High School,Portland SD 1J,H,0,Reading math science technology art crafts and physical activities.,70.08,63.1,English Language Arts,82.2,23.7
918,Roosevelt High School,Portland SD 1J,H,0,Reading math science technology art crafts and physical activities.,70.08,63.1,Mathematics,83.2,10.8
918,Roosevelt High School,Portland SD 1J,H,0,Reading math science technology art crafts and physical activities.,70.08,63.1,Science,86.4,8.2
280,Roseburg High School,Douglas County SD 4,H,1,Extended School Year.,51.71,84.2,English Language Arts,97.7,74.3
280,Roseburg High School,Douglas County SD 4,H,1,Extended School Year.,51.71,84.2,Mathematics,97.2,30.6
280,Roseburg High School,Douglas County SD 4,H,1,Extended School Year.,51.71,84.2,Science,99.7,46.9
926,Russell Elementary,Parkrose SD 3,E,0,Boys and girls club and kindergarten readiness,62.95,86.3,English Language Arts,99.6,48.9
926,Russell Elementary,Parkrose SD 3,E,0,Boys and girls club and kindergarten readiness,62.95,86.3,Mathematics,99.6,41.8
926,Russell Elementary,Parkrose SD 3,E,0,Boys and girls club and kindergarten readiness,62.95,86.3,Science,100,59.2
256,Sage Elementary School,Redmond SD 2J,E,1,Summer enrichment program for migrant students.,62.37,83.6,English Language Arts,99.3,47.9
256,Sage Elementary School,Redmond SD 2J,E,1,Summer enrichment program for migrant students.,62.37,83.6,Mathematics,97.6,43.2
256,Sage Elementary School,Redmond SD 2J,E,1,Summer enrichment program for migrant students.,62.37,83.6,Science,100,72.7
3989,Salish Ponds Elementary School,Reynolds SD 7,E,2,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,83.9,81.3,English Language Arts,99.1,25.3
3989,Salish Ponds Elementary School,Reynolds SD 7,E,2,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,83.9,81.3,Mathematics,98.2,23.3
3989,Salish Ponds Elementary School,Reynolds SD 7,E,2,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,83.9,81.3,Science,100,31.7
814,Sam Boardman Elementary School,Morrow SD 1,E,1,Summer school/reading writing and math instruction on a daily basis in a classroom setting.,89.89,79.1,English Language Arts,100,33.3
814,Sam Boardman Elementary School,Morrow SD 1,E,1,Summer school/reading writing and math instruction on a daily basis in a classroom setting.,89.89,79.1,Mathematics,100,28
683,Santiam Junior/Senior High School,Santiam Canyon SD 129J,H,1,Summer Credit Recovery may be offered. One week of service will be Missoula Children's Theatre and one week will be VBS (Vacation Bible School).  We will also have 1st Books giveaways.,58.09,73.6,English Language Arts,96,37.2
683,Santiam Junior/Senior High School,Santiam Canyon SD 129J,H,1,Summer Credit Recovery may be offered. One week of service will be Missoula Children's Theatre and one week will be VBS (Vacation Bible School).  We will also have 1st Books giveaways.,58.09,73.6,Mathematics,97.6,19.5
683,Santiam Junior/Senior High School,Santiam Canyon SD 129J,H,1,Summer Credit Recovery may be offered. One week of service will be Missoula Children's Theatre and one week will be VBS (Vacation Bible School).  We will also have 1st Books giveaways.,58.09,73.6,Science,98.8,57.3
388,Scenic Middle School,Central Point SD 6,M,1,School District sponsored Migrant program.  It is scheduled daily classes for a targeted group of students.,62.23,92.4,English Language Arts,99.4,58.3
388,Scenic Middle School,Central Point SD 6,M,1,School District sponsored Migrant program.  It is scheduled daily classes for a targeted group of students.,62.23,92.4,Mathematics,99,44.1
388,Scenic Middle School,Central Point SD 6,M,1,School District sponsored Migrant program.  It is scheduled daily classes for a targeted group of students.,62.23,92.4,Science,100,74.6
887,Scott Elementary School,Portland SD 1J,E,5,reading art crafts physical recreation activities,82.74,87.1,English Language Arts,94.6,26.1
887,Scott Elementary School,Portland SD 1J,E,5,reading art crafts physical recreation activities,82.74,87.1,Mathematics,82.7,12.6
887,Scott Elementary School,Portland SD 1J,E,5,reading art crafts physical recreation activities,82.74,87.1,Science,100,29.4
785,Scotts Mills Elementary School,Silver Falls SD 4J,E,1,Public School,52.05,87.1,English Language Arts,95.5,66.7
785,Scotts Mills Elementary School,Silver Falls SD 4J,E,1,Public School,52.05,87.1,Mathematics,94.3,43.4
785,Scotts Mills Elementary School,Silver Falls SD 4J,E,1,Public School,52.05,87.1,Science,97.1,61.8
152,Seaside Heights Elementary School,Seaside SD 10,E,1,The activity is not sponsored by the School District; however the local Parks and Recreation District rents part of the facility for a daily summer program.,68.66,81.7,English Language Arts,99.5,46.3
152,Seaside Heights Elementary School,Seaside SD 10,E,1,The activity is not sponsored by the School District; however the local Parks and Recreation District rents part of the facility for a daily summer program.,68.66,81.7,Mathematics,99.5,32.1
152,Seaside Heights Elementary School,Seaside SD 10,E,1,The activity is not sponsored by the School District; however the local Parks and Recreation District rents part of the facility for a daily summer program.,68.66,81.7,Science,100,54
393,Shady Cove School,Eagle Point SD 9,E,1,Shady Cove Summer School enrolled program for students focusing on math and reading Upper Rogue Youth Activities Program housed at the community center. Theatre Day Camp at Shady Cove School as well as Robotics Day camp will also be housed at the community center shall all participate with their meals at Shady Cove Open Site.,70.66,89.8,English Language Arts,100,32.9
393,Shady Cove School,Eagle Point SD 9,E,1,Shady Cove Summer School enrolled program for students focusing on math and reading Upper Rogue Youth Activities Program housed at the community center. Theatre Day Camp at Shady Cove School as well as Robotics Day camp will also be housed at the community center shall all participate with their meals at Shady Cove Open Site.,70.66,89.8,Mathematics,100,23.3
393,Shady Cove School,Eagle Point SD 9,E,1,Shady Cove Summer School enrolled program for students focusing on math and reading Upper Rogue Youth Activities Program housed at the community center. Theatre Day Camp at Shady Cove School as well as Robotics Day camp will also be housed at the community center shall all participate with their meals at Shady Cove Open Site.,70.66,89.8,Science,97.7,58.1
478,Shasta Elementary School,Klamath County SD,E,2,summer school at Falcon Heights plus open site,58.68,88.2,English Language Arts,99.7,44.1
478,Shasta Elementary School,Klamath County SD,E,2,summer school at Falcon Heights plus open site,58.68,88.2,Mathematics,100,41.2
478,Shasta Elementary School,Klamath County SD,E,2,summer school at Falcon Heights plus open site,58.68,88.2,Science,100,64.7
928,Shaver Elementary School,Parkrose SD 3,E,2,Boys and girls club and kindergarten readiness.,84.52,86.8,English Language Arts,98.7,30.3
928,Shaver Elementary School,Parkrose SD 3,E,2,Boys and girls club and kindergarten readiness.,84.52,86.8,Mathematics,99.4,26.8
928,Shaver Elementary School,Parkrose SD 3,E,2,Boys and girls club and kindergarten readiness.,84.52,86.8,Science,100,33.3
538,Sheldon High School,Eugene SD 4J,H,1,,24.38,80.2,English Language Arts,91.3,89
538,Sheldon High School,Eugene SD 4J,H,1,,24.38,80.2,Mathematics,73.8,55.1
538,Sheldon High School,Eugene SD 4J,H,1,,24.38,80.2,Science,99.4,68.1
4038,Siletz Valley Schools,Lincoln County SD,E,1,,94.03,73.4,English Language Arts,100,26
4038,Siletz Valley Schools,Lincoln County SD,E,1,,94.03,73.4,Mathematics,100,19.8
4038,Siletz Valley Schools,Lincoln County SD,E,1,,94.03,73.4,Science,100,43.3
889,Sitton Elementary School,Portland SD 1J,E,2,Reading art crafts and physical recreation activities,85.79,77.1,English Language Arts,98.9,27.5
889,Sitton Elementary School,Portland SD 1J,E,2,Reading art crafts and physical recreation activities,85.79,77.1,Mathematics,98.9,21
889,Sitton Elementary School,Portland SD 1J,E,2,Reading art crafts and physical recreation activities,85.79,77.1,Science,100,37
609,Siuslaw Elementary School,Siuslaw SD 97J,E,3,Boys & Girls Club possible summer school,64.15,82.7,English Language Arts,98.8,43.4
609,Siuslaw Elementary School,Siuslaw SD 97J,E,3,Boys & Girls Club possible summer school,64.15,82.7,Mathematics,99.1,38.2
609,Siuslaw Elementary School,Siuslaw SD 97J,E,3,Boys & Girls Club possible summer school,64.15,82.7,Science,100,68.3
650,South Albany High School,Greater Albany Public SD 8J,H,1,,48.3,71.3,English Language Arts,99,50.2
650,South Albany High School,Greater Albany Public SD 8J,H,1,,48.3,71.3,Mathematics,99.4,19.8
650,South Albany High School,Greater Albany Public SD 8J,H,1,,48.3,71.3,Science,99.7,59.4
539,South Eugene High School,Eugene SD 4J,H,1,,25.16,77.2,English Language Arts,56.6,91.9
539,South Eugene High School,Eugene SD 4J,H,1,,25.16,77.2,Mathematics,42.2,70.2
539,South Eugene High School,Eugene SD 4J,H,1,,25.16,77.2,Science,76,87.2
423,South Medford High School,Medford SD 549C,H,1,Continued education curriculum,58.77,70.8,English Language Arts,92.3,52.9
423,South Medford High School,Medford SD 549C,H,1,Continued education curriculum,58.77,70.8,Mathematics,97.7,24.6
423,South Medford High School,Medford SD 549C,H,1,Continued education curriculum,58.77,70.8,Science,98.2,72.6
2783,Southridge High School,Beaverton SD 48J,H,1,,23.71,81.2,English Language Arts,97.3,85.8
2783,Southridge High School,Beaverton SD 48J,H,1,,23.71,81.2,Mathematics,97.5,57.6
2783,Southridge High School,Beaverton SD 48J,H,1,,23.71,81.2,Science,2.2,55.6
529,Spring Creek Elementary School,Eugene SD 4J,E,1,,60.64,82.6,English Language Arts,99.4,45.2
529,Spring Creek Elementary School,Eugene SD 4J,E,1,,60.64,82.6,Mathematics,99.4,30.6
529,Spring Creek Elementary School,Eugene SD 4J,E,1,,60.64,82.6,Science,100,71.7
793,St Marys Public School,Mt Angel SD 91,E,1,,61.6,82.1,English Language Arts,100,42.2
793,St Marys Public School,Mt Angel SD 91,E,1,,61.6,82.1,Mathematics,100,33.7
793,St Marys Public School,Mt Angel SD 91,E,1,,61.6,82.1,Science,100,50
479,Stearns Elementary School,Klamath County SD,E,4,summer school; plus open site,81.74,89.9,English Language Arts,100,32.5
479,Stearns Elementary School,Klamath County SD,E,4,summer school; plus open site,81.74,89.9,Mathematics,100,28.4
479,Stearns Elementary School,Klamath County SD,E,4,summer school; plus open site,81.74,89.9,Science,100,33.3
1082,Stella Mayfield Elementary School,Elgin SD 23,E,2,summer school swimming lessons right across the ball field.....,75.99,73.9,English Language Arts,98.2,31.7
1082,Stella Mayfield Elementary School,Elgin SD 23,E,2,summer school swimming lessons right across the ball field.....,75.99,73.9,Mathematics,98.2,25
1082,Stella Mayfield Elementary School,Elgin SD 23,E,2,summer school swimming lessons right across the ball field.....,75.99,73.9,Science,98.1,72.5
1331,Stephens Middle School,Salem-Keizer SD 24J,M,2,Summer Academy offered for enrolled students,85.85,75.8,English Language Arts,99.8,46
1331,Stephens Middle School,Salem-Keizer SD 24J,M,2,Summer Academy offered for enrolled students,85.85,75.8,Mathematics,99.1,31
1331,Stephens Middle School,Salem-Keizer SD 24J,M,2,Summer Academy offered for enrolled students,85.85,75.8,Science,100,51.7
4639,Sue Buel Elementary,McMinnville SD 40,E,3,,81.02,83.8,English Language Arts,99.2,47.8
4639,Sue Buel Elementary,McMinnville SD 40,E,3,,81.02,83.8,Mathematics,99.2,35.5
4639,Sue Buel Elementary,McMinnville SD 40,E,3,,81.02,83.8,Science,100,83.5
276,Sunnyslope Elementary School,Douglas County SD 4,E,1,,75.87,76.9,English Language Arts,100,19
276,Sunnyslope Elementary School,Douglas County SD 4,E,1,,75.87,76.9,Mathematics,100,22.5
276,Sunnyslope Elementary School,Douglas County SD 4,E,1,,75.87,76.9,Science,100,64.7
644,Sunrise Elementary School,Greater Albany Public SD 8J,E,2,,73.8,77.4,English Language Arts,99.4,39.8
644,Sunrise Elementary School,Greater Albany Public SD 8J,E,2,,73.8,77.4,Mathematics,98.8,36.5
644,Sunrise Elementary School,Greater Albany Public SD 8J,E,2,,73.8,77.4,Science,100,44.7
1188,Sunset High School,Beaverton SD 48J,H,1,,24.18,85.3,English Language Arts,83.5,77.7
1188,Sunset High School,Beaverton SD 48J,H,1,,24.18,85.3,Mathematics,83.5,58.7
1188,Sunset High School,Beaverton SD 48J,H,1,,24.18,85.3,Science,93.6,85.3
669,Sweet Home High School,Sweet Home SD 55,H,2,,57.27,59.7,English Language Arts,93.8,62.4
669,Sweet Home High School,Sweet Home SD 55,H,2,,57.27,59.7,Mathematics,95.9,18.4
669,Sweet Home High School,Sweet Home SD 55,H,2,,57.27,59.7,Science,,95
762,Swegle Elementary School,Salem-Keizer SD 24J,E,3,programming in three core areas-academic success character & leadership and healthy lifestyles including physical ed sports,86.16,79.2,English Language Arts,97.9,26
762,Swegle Elementary School,Salem-Keizer SD 24J,E,3,programming in three core areas-academic success character & leadership and healthy lifestyles including physical ed sports,86.16,79.2,Mathematics,95.9,19.2
762,Swegle Elementary School,Salem-Keizer SD 24J,E,3,programming in three core areas-academic success character & leadership and healthy lifestyles including physical ed sports,86.16,79.2,Science,100,27.5
394,Table Rock Elementary,Eagle Point SD 9,E,0,Kids Unlimited has games sports educational and physical activities daily. Kinder academy will be running in August 2015.,74.41,90.1,English Language Arts,100,33
394,Table Rock Elementary,Eagle Point SD 9,E,0,Kids Unlimited has games sports educational and physical activities daily. Kinder academy will be running in August 2015.,74.41,90.1,Mathematics,100,25.2
394,Table Rock Elementary,Eagle Point SD 9,E,0,Kids Unlimited has games sports educational and physical activities daily. Kinder academy will be running in August 2015.,74.41,90.1,Science,97.6,43.8
620,Taft Elementary School,Lincoln County SD,E,2,Recreational activities includes arts and crafts as well as physical activities such as basketball. Some educational reading time & Science. ,82.17,73.7,English Language Arts,98.5,33.1
620,Taft Elementary School,Lincoln County SD,E,2,Recreational activities includes arts and crafts as well as physical activities such as basketball. Some educational reading time & Science. ,82.17,73.7,Mathematics,97.4,31.2
620,Taft Elementary School,Lincoln County SD,E,2,Recreational activities includes arts and crafts as well as physical activities such as basketball. Some educational reading time & Science. ,82.17,73.7,Science,98.4,46.7
647,Takena Elementary School,Greater Albany Public SD 8J,E,1,,47.5,85,English Language Arts,98.9,54.3
647,Takena Elementary School,Greater Albany Public SD 8J,E,1,,47.5,85,Mathematics,98.9,44
647,Takena Elementary School,Greater Albany Public SD 8J,E,1,,47.5,85,Science,100,52.6
372,Talent Elementary School,Phoenix-Talent SD 4,E,1,Crafts & Group Activities Boys & Girls Club,62.13,86.1,English Language Arts,88.2,45.2
372,Talent Elementary School,Phoenix-Talent SD 4,E,1,Crafts & Group Activities Boys & Girls Club,62.13,86.1,Mathematics,98.8,32.7
372,Talent Elementary School,Phoenix-Talent SD 4,E,1,Crafts & Group Activities Boys & Girls Club,62.13,86.1,Science,100,58.1
1001,Talmadge Middle School,Central SD 13J,M,2,,61.36,88.2,English Language Arts,98,48.1
1001,Talmadge Middle School,Central SD 13J,M,2,,61.36,88.2,Mathematics,98.5,33.2
1001,Talmadge Middle School,Central SD 13J,M,2,,61.36,88.2,Science,95.6,66
1100,The Dalles Middle School,North Wasco County SD 21,M,1,,72.67,76.8,English Language Arts,97.4,44
1100,The Dalles Middle School,North Wasco County SD 21,M,1,,72.67,76.8,Mathematics,97,28.2
